frame,x,y,z
7.210000000000000000e+02,1.477122697468653302e-02,8.915068875284096889e-03,-4.310861191910868306e-02
7.370000000000000000e+02,1.046877232313259271e-01,1.105089926692311326e-02,1.617583311523469389e-02
7.530000000000000000e+02,7.429734064920016923e-02,3.203198961781002219e-02,1.269232168385718389e-02
7.690000000000000000e+02,-1.227288705023156234e-01,1.757545889523932925e-02,-6.541769314916762168e-02
7.850000000000000000e+02,-1.102446818596392458e-01,2.701869811946269392e-02,-6.401915448476774850e-02
8.010000000000000000e+02,-7.745399222317245203e-02,4.838194080735964270e-02,-6.001140166752727545e-02
8.170000000000000000e+02,-2.648624288536437221e-02,5.148735270522874358e-02,-5.301638955580804252e-02
8.330000000000000000e+02,1.157871427526391273e-02,3.502250893523330827e-02,-3.550299482865203887e-02
8.490000000000000000e+02,-8.670996037321844485e-02,-1.491452555441658478e-03,-3.434207564835780463e-02
8.650000000000000000e+02,-1.147108974691514321e-01,-2.659104615381719175e-02,-4.993217088933611658e-02
8.810000000000000000e+02,-4.971820078535509752e-02,-1.417550736526460541e-03,-5.080709146151905081e-02
8.970000000000000000e+02,-3.381719020164380973e-02,7.954645246520780991e-03,-3.502400856550556829e-02
9.130000000000000000e+02,-4.172058160180631969e-02,1.113124477233062327e-02,-3.441302850686320247e-02
9.290000000000000000e+02,-2.953730299577285098e-02,1.567836206781376713e-03,-4.757590252626262006e-02
9.450000000000000000e+02,-4.104720479209289508e-02,-1.094404389293785786e-03,-3.355911587450290112e-02
9.610000000000000000e+02,2.223691556830571694e-04,-1.121943606951123114e-02,-2.932414408884874077e-02
9.770000000000000000e+02,1.422938012677396960e-02,-1.233955293671961002e-02,-3.480667285564672392e-02
9.930000000000000000e+02,3.781683627121941709e-03,-7.525410346521649654e-03,-1.015840314673826239e-01
1.009000000000000000e+03,-9.690618370214833244e-02,-3.878693077567963582e-02,-7.727126381612547945e-02
1.025000000000000000e+03,5.635334486085222944e-02,1.995361205089848239e-02,-1.067778640235840654e-01
1.041000000000000000e+03,5.435403708593578714e-02,1.171468468147048372e-02,-9.511780758000021319e-02
1.057000000000000000e+03,4.670829070741014388e-02,1.177270458976193909e-02,-8.790110362479934547e-02
1.073000000000000000e+03,4.046510889446735398e-02,8.522414990438166235e-03,-9.607242688741629566e-02
1.089000000000000000e+03,-1.239435921453148175e-02,-1.650449684194914626e-02,-1.059242163254755925e-01
1.105000000000000000e+03,-9.418821591221005277e-03,-1.235564054158175620e-02,-1.051525349694972938e-01
1.121000000000000000e+03,-7.982714479683452810e-03,-1.176045320482077723e-02,-1.058108648558036269e-01
1.137000000000000000e+03,-8.485960689017746361e-02,-4.408416179154499293e-02,-1.335445183821826198e-01
1.153000000000000000e+03,-3.164194518750518964e-02,-1.523322934755980303e-02,-1.132708846768464422e-01
1.169000000000000000e+03,-6.262126272636972524e-02,-2.041643373885512064e-02,-1.106347083341521209e-01
1.185000000000000000e+03,2.237711437247453985e-04,-5.702672056950760723e-03,-1.039155311092930245e-01
1.201000000000000000e+03,-8.371599493520186924e-03,-1.185993810341176395e-02,-1.062531123632973334e-01
1.217000000000000000e+03,-7.930965840127561159e-03,-5.999034668269700304e-03,-1.043867209949940755e-01
1.233000000000000000e+03,5.587078852833923803e-02,1.977248088480671948e-02,-1.129973832448541021e-01
1.249000000000000000e+03,5.658084397132508159e-02,1.802773569048649049e-02,-1.120294256571646441e-01
1.265000000000000000e+03,-6.931230229134167919e-02,-1.779361167344675754e-02,-5.740243194867811205e-02
1.281000000000000000e+03,-8.014089279000254085e-02,-1.642169086864182087e-02,-5.571182545947887116e-02
1.297000000000000000e+03,5.885211286316935353e-02,1.680638584597820770e-02,-1.090329989254605614e-01
1.313000000000000000e+03,5.878369504307204979e-02,1.470078065048042310e-02,-1.101303189480058037e-01
1.329000000000000000e+03,5.833258341878223147e-02,1.273539682248775971e-02,-1.090798810686796766e-01
1.345000000000000000e+03,5.879571534837854663e-02,1.184999038869096084e-02,-1.089443138631847330e-01
