t,px,py,pz,qx,qy,qz,qw
14.7361,-1.27382,-0.192609,-0.12233,-0.580642,-0.349034,-0.625281,0.387368
14.8028,-1.27537,-0.20149,-0.117969,-0.581838,-0.348849,-0.623398,0.388772
14.8695,-1.29023,-0.207626,-0.119916,-0.582653,-0.349916,-0.623113,0.387046
14.9363,-1.29073,-0.211908,-0.117523,-0.585353,-0.344475,-0.624447,0.3857
15.003,-1.29123,-0.211128,-0.116531,-0.586691,-0.348179,-0.624116,0.380845
15.0697,-1.30007,-0.222717,-0.121747,-0.58519,-0.348589,-0.625239,0.380939
15.1365,-1.30521,-0.221375,-0.128058,-0.590241,-0.34105,-0.632287,0.368122
15.2032,-1.30245,-0.213573,-0.118455,-0.600994,-0.328604,-0.635614,0.356117
15.2699,-1.30974,-0.210328,-0.11976,-0.605575,-0.328256,-0.635309,0.349154
15.3367,-1.31836,-0.210862,-0.121126,-0.612223,-0.320552,-0.636051,0.34332
15.4034,-1.32698,-0.220283,-0.122757,-0.607663,-0.319554,-0.643968,0.337543
15.4701,-1.33597,-0.223312,-0.126445,-0.612052,-0.31448,-0.645517,0.331365
15.5369,-1.34231,-0.225645,-0.126287,-0.615189,-0.310792,-0.644449,0.331113
15.6036,-1.34457,-0.230911,-0.120842,-0.620364,-0.302537,-0.640705,0.33633
15.6703,-1.35458,-0.241055,-0.115036,-0.625284,-0.295657,-0.63508,0.343919
15.7371,-1.36383,-0.228649,-0.11163,-0.617037,-0.311929,-0.638669,0.337738
15.8038,-1.36363,-0.222543,-0.125037,-0.622358,-0.307643,-0.636041,0.336864
15.8705,-1.36858,-0.225542,-0.129442,-0.62345,-0.303878,-0.636839,0.336756
15.9373,-1.37892,-0.230706,-0.141609,-0.618919,-0.304819,-0.638509,0.341072
16.004,-1.38576,-0.218303,-0.137446,-0.617943,-0.311765,-0.638154,0.337206
16.0707,-1.39351,-0.217464,-0.142363,-0.615931,-0.309301,-0.639158,0.341233
16.1375,-1.39416,-0.21623,-0.145157,-0.611443,-0.310384,-0.638465,0.349516
16.2042,-1.39554,-0.214812,-0.148002,-0.608539,-0.311269,-0.637935,0.354725
16.2709,-1.39876,-0.211823,-0.150215,-0.606041,-0.32069,-0.633155,0.359147
16.3377,-1.39787,-0.210992,-0.151027,-0.606845,-0.319422,-0.627782,0.368237
16.4044,-1.40137,-0.212977,-0.150696,-0.611925,-0.316597,-0.622966,0.370444
16.4711,-1.40146,-0.210548,-0.150625,-0.613739,-0.317967,-0.616979,0.376242
16.5379,-1.4034,-0.213116,-0.149871,-0.615587,-0.315945,-0.611217,0.384246
16.6046,-1.39898,-0.216919,-0.149772,-0.611588,-0.317425,-0.609346,0.3923
16.6713,-1.40633,-0.218331,-0.154421,-0.60551,-0.321488,-0.608587,0.399531
16.7381,-1.40591,-0.222958,-0.159361,-0.607445,-0.320681,-0.602759,0.406024
16.8048,-1.42248,-0.218284,-0.167384,-0.607368,-0.319776,-0.601459,0.408772
16.8715,-1.43122,-0.217611,-0.173935,-0.606114,-0.323061,-0.600979,0.408756
16.9383,-1.44209,-0.208403,-0.181818,-0.605303,-0.328423,-0.603829,0.401419
17.005,-1.44772,-0.212569,-0.18869,-0.604624,-0.325194,-0.603907,0.404939
17.0717,-1.45716,-0.219543,-0.198281,-0.602222,-0.327355,-0.604893,0.405305
17.1385,-1.46532,-0.216232,-0.203313,-0.602814,-0.326415,-0.605813,0.403805
17.2052,-1.46948,-0.216116,-0.208542,-0.60173,-0.327913,-0.607123,0.402237
