t,px,py,pz,qx,qy,qz,qw
26.3597,-29.2557,-53.3207,-45.9827,-0.168945,-0.640293,-0.214735,0.717894
26.4264,-29.744,-55.0642,-46.762,-0.157153,-0.643892,-0.197569,0.722269
26.4931,-30.1564,-56.8711,-47.593,-0.148279,-0.642627,-0.175139,0.731006
26.5599,-30.5636,-58.7006,-48.4267,-0.135289,-0.637999,-0.155859,0.741864
26.6266,-30.9679,-60.548,-49.2654,-0.115665,-0.637397,-0.135045,0.74974
26.6933,-31.37,-62.4103,-50.1135,-0.0957358,-0.642691,-0.114574,0.751436
26.7601,-31.7666,-64.29,-50.9662,-0.0781078,-0.649001,-0.0920976,0.751142
26.8268,-32.1544,-66.1892,-51.8238,-0.0545895,-0.65543,-0.078749,0.749153
26.8935,-32.4282,-67.7723,-52.7217,-0.0458729,-0.654433,-0.0636851,0.752035
26.9603,-32.9277,-69.8099,-53.5382,-0.0346334,-0.6548,-0.0525522,0.753177
27.027,-33.2883,-71.7568,-54.4145,-0.0202988,-0.657518,-0.0420567,0.75199
27.0937,-33.6458,-73.8335,-55.2843,-0.0120669,-0.660156,-0.0300974,0.750428
27.1605,-34.0393,-76.1773,-56.1803,-0.00420394,-0.662211,-0.02013,0.749035
27.2272,-34.3953,-77.9493,-57.055,0.00160849,-0.665208,-0.00693267,0.746624
27.2939,-34.3023,-79.9469,-57.8731,-0.00372192,-0.666856,0.0111845,0.745093
27.3607,-34.4529,-81.6507,-58.7698,0.0123119,-0.671133,0.0261391,0.740774
27.4274,-34.7433,-83.6756,-59.6636,0.0146118,-0.675004,0.0432467,0.7364
27.4941,-35.3296,-87.6576,-61.2982,0.0259337,-0.67859,0.0528187,0.732156
27.5609,-35.6194,-89.7869,-62.221,0.0447256,-0.681507,0.0601614,0.727962
27.6276,-35.9075,-91.6894,-63.1086,0.0559173,-0.684083,0.0764485,0.723228
27.6943,-36.3133,-94.2409,-64.2365,0.0705267,-0.686071,0.0972888,0.717543
27.7611,-36.6336,-96.4018,-65.1581,0.0888094,-0.685467,0.11703,0.713128
27.8278,-37.0123,-98.6665,-66.231,0.106712,-0.68374,0.134743,0.709195
27.8945,-37.295,-100.316,-67.1096,0.12548,-0.681359,0.156427,0.703943
27.9613,-37.5009,-102.488,-68.0572,0.141641,-0.679247,0.18051,0.697121
28.028,-37.7155,-105.213,-69.1545,0.155937,-0.675664,0.207378,0.690041
